username,num_unique_assignments,num_problem_id,average_problem_id,num_is_final,average_final_0_problem,average_final_0_assignment,average_score_problem,average_error_problem,average_score_assignment,average_error_assignment,num_score_user,num_error_user,average_pre_score_0_problem,average_pre_score_diff_0_problem,average_pre_score_0_assignment,average_pre_score_diff_0_assignment,average_sum_pre_score_diff_0_problem,average_sum_pre_score_diff_0_assignment,sum_pre_score_diff_0,num_pre_score_0,num_pre_score_diff_0,num_language_id,average_date_problem,average_date_assignment,average_time_problem,average_time_assignment,num_coef_diff_100,average_times_0_problem,average_times_diff_0_problem,average_times_0_assignment,average_times_diff_0_assignment,average_sum_times_diff_0_problem,average_sum_times_diff_0_assignment,sum_times_diff_0_user,num_times_0_user,num_times_diff_0_user,average_mems_0_problem,average_mems_diff_0_problem,average_mems_0_assignment,average_mems_diff_0_assignment,average_sum_mems_diff_0_problem,average_sum_mems_diff_0_assignment,sum_mems_diff_0_user,num_mems_0_user,num_mems_diff_0_user,average_verdicts_0_problem,average_verdicts_diff_0_problem,average_verdicts_0_assignment,average_verdicts_diff_0_assignment,num_verdicts_0_user,num_verdicts_diff_0_user
00b6dd4fc7eb817e03708c532016ef30ce564a61,7,47,6.714285714285714,46,3.3666666666666667,14.428571428571429,2.5319148936170213,2.0,17.0,7.0,119.0,28.0,2.75,1.9574468085106382,9.166666666666666,13.142857142857142,17215.106382978724,115587.14285714286,809110.0,55.0,92.0,1,1.148936170212766,2.0,1.2037037037037037,2.5,,2.5,1.75,15.0,3.5,5.92625,11.8525,47.41,105.0,14.0,2.4523809523809526,1.7777777777777777,14.714285714285714,4.0,37400.88888888889,84152.0,336608.0,103.0,16.0,1.148936170212766,2.9545454545454546,7.714285714285714,9.285714285714286,54.0,65.0
00bef8afee8f3c595d535c9c03c490cac1a4f021,9,78,8.666666666666666,78,3.549019607843137,20.11111111111111,2.7142857142857144,2.0833333333333335,23.22222222222222,6.25,209.0,50.0,2.3714285714285714,2.3157894736842106,9.222222222222221,19.555555555555557,18704.407894736843,157948.33333333334,1421535.0,83.0,176.0,1,1.1153846153846154,2.6666666666666665,1.2873563218390804,2.75,,2.6133333333333333,2.6,21.77777777777778,3.25,13.132,16.415,65.66,196.0,13.0,2.4657534246575343,3.625,20.0,5.8,95397.0,152635.2,763176.0,180.0,29.0,1.1805555555555556,3.1,10.625,13.777777777777779,85.0,124.0
01122b3ef7e59b84189e65985305f575d6bdf83c,7,68,9.714285714285714,67,4.923076923076923,25.6,2.611940298507463,2.2222222222222223,25.0,4.0,175.0,20.0,3.142857142857143,2.253731343283582,8.8,21.571428571428573,17386.298507462685,166411.7142857143,1164882.0,44.0,151.0,1,1.161764705882353,3.857142857142857,1.3164556962025316,2.7777777777777777,,2.377049180327869,3.0,20.714285714285715,10.0,3.928,13.093333333333334,39.28,145.0,30.0,2.3015873015873014,3.0,20.714285714285715,10.0,40058.0,133526.66666666666,400580.0,145.0,30.0,1.0,4.296296296296297,8.428571428571429,23.2,59.0,116.0
0134f9f410c65ad0e8c2254a7e9288670e02a183,4,47,11.75,47,2.65,17.666666666666668,1.6170212765957446,2.4,19.0,8.0,76.0,24.0,2.8333333333333335,1.4042553191489362,11.333333333333334,16.5,12665.446808510638,148819.0,595276.0,34.0,66.0,1,1.0425531914893618,3.25,1.0408163265306123,2.1538461538461537,,1.5555555555555556,2.0,17.5,6.0,2.2,6.6000000000000005,6.6000000000000005,70.0,6.0,1.5333333333333334,1.75,17.25,3.5,9362.0,18724.0,37448.0,69.0,7.0,1.1063829787234043,2.1818181818181817,13.0,8.0,52.0,24.0
013de369c439ab0ead8aa7da64423aa395a8be39,8,66,8.25,66,2.411764705882353,6.833333333333333,1.4242424242424243,2.1666666666666665,11.75,4.333333333333333,94.0,13.0,2.090909090909091,1.2727272727272727,7.666666666666667,10.5,10496.454545454546,86595.75,692766.0,23.0,84.0,1,1.0,1.25,1.1363636363636365,1.9,3.0,1.3650793650793651,2.6666666666666665,10.75,4.0,26.529999999999998,39.794999999999995,79.58999999999999,86.0,8.0,1.3333333333333333,2.3333333333333335,11.428571428571429,4.666666666666667,88949.33333333333,177898.66666666666,533696.0,80.0,14.0,1.0172413793103448,2.0588235294117645,8.428571428571429,5.833333333333333,59.0,35.0
014c59c6433fd764a0b08de6ffeb757eaf60aa73,9,90,10.0,90,3.0277777777777777,13.625,1.8333333333333333,1.9565217391304348,17.11111111111111,6.428571428571429,154.0,45.0,2.2432432432432434,1.45,10.375,12.88888888888889,13034.5625,115862.77777777778,1042765.0,83.0,116.0,1,1.1444444444444444,3.0,1.087378640776699,1.7037037037037037,,1.8333333333333333,,17.11111111111111,,,,,154.0,,1.7857142857142858,2.0,16.666666666666668,2.0,15872.0,15872.0,31744.0,150.0,4.0,1.0,2.34375,8.777777777777779,9.375,79.0,75.0
0155f91fe242fe55e1af631b0f0afbe9938b185c,8,60,7.5,60,3.3055555555555554,19.833333333333332,2.3389830508474576,2.9285714285714284,17.25,8.2,138.0,41.0,3.0,1.7413793103448276,11.142857142857142,12.625,14422.948275862069,104566.375,836531.0,78.0,101.0,1,1.0333333333333334,1.375,1.1129032258064515,2.272727272727273,1.0,2.310344827586207,2.0,19.142857142857142,2.0,6.550000000000001,6.550000000000001,13.100000000000001,134.0,4.0,2.2982456140350878,2.3333333333333335,21.833333333333332,2.3333333333333335,47194.666666666664,47194.666666666664,141584.0,131.0,7.0,1.0714285714285714,2.7857142857142856,8.571428571428571,11.142857142857142,60.0,78.0
016f87a7bd87f233a8633fba8a1ca7ef5c3c63c1,10,78,7.8,77,5.519230769230769,28.7,4.08,2.1481481481481484,30.6,8.285714285714286,306.0,58.0,3.0,3.533333333333333,11.0,26.5,23665.12,177488.4,1774884.0,99.0,265.0,1,1.3461538461538463,3.4,1.3047619047619048,2.5294117647058822,,3.689189189189189,11.0,27.3,16.5,46.71,70.065,140.13,273.0,33.0,3.6027397260273974,5.375,29.22222222222222,8.6,182161.0,291457.6,1457288.0,263.0,43.0,1.1029411764705883,5.25,7.5,23.1,75.0,231.0
017ec1bbad0d598e5a86ac3bd595b870b6456e61,11,91,8.272727272727273,91,3.3421052631578947,12.7,2.10989010989011,2.0,17.454545454545453,3.7142857142857144,192.0,26.0,2.210526315789474,1.934065934065934,6.0,16.0,15172.648351648351,125519.18181818182,1380711.0,42.0,176.0,1,1.010989010989011,1.9090909090909092,1.1304347826086956,2.0,,2.045977011494253,2.0,16.181818181818183,4.666666666666667,3.6099999999999994,8.423333333333332,25.27,178.0,14.0,2.011627906976744,2.375,15.727272727272727,4.75,36200.0,72400.0,289600.0,173.0,19.0,1.011764705882353,3.212121212121212,7.818181818181818,11.777777777777779,86.0,106.0
01ad03ec301749c033155fc17e657cc767d447c8,12,74,6.166666666666667,74,4.377777777777778,21.88888888888889,2.9863013698630136,2.409090909090909,18.166666666666668,6.625,218.0,53.0,2.90625,2.4722222222222223,10.333333333333334,16.181818181818183,19505.472222222223,127672.18181818182,1404394.0,93.0,178.0,1,1.364864864864865,2.75,1.2475247524752475,2.3333333333333335,,2.75,3.4444444444444446,15.583333333333334,7.75,7.3066666666666675,16.439999999999998,65.75999999999999,187.0,31.0,2.7761194029850746,3.2,16.90909090909091,6.4,34612.4,69224.8,346124.0,186.0,32.0,1.1176470588235294,3.9444444444444446,6.909090909090909,15.777777777777779,76.0,142.0
020ef1c31cb4751bbfa1a88fba782db3c402e2fa,7,75,10.714285714285714,75,3.0303030303030303,14.285714285714286,2.041095890410959,1.5294117647058822,21.285714285714285,6.5,149.0,26.0,1.7727272727272727,1.8888888888888888,7.8,19.428571428571427,16320.916666666666,167872.2857142857,1175106.0,39.0,136.0,1,1.1066666666666667,3.4285714285714284,1.1325301204819278,2.1666666666666665,,1.9402985074626866,2.7142857142857144,18.571428571428573,6.333333333333333,6.40142857142857,14.936666666666666,44.809999999999995,130.0,19.0,1.9402985074626866,2.7142857142857144,18.571428571428573,6.333333333333333,33933.142857142855,79177.33333333333,237532.0,130.0,19.0,1.1690140845070423,3.142857142857143,11.857142857142858,9.428571428571429,83.0,66.0
020f253c343856ea875e959023e79fb1d4d9c0a3,1,2,2.0,2,1.0,1.0,1.5,,3.0,,3.0,,1.0,2.0,1.0,2.0,16857.0,16857.0,16857.0,1.0,2.0,1,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,2.040000000000001,2.040000000000001,2.040000000000001,1.0,2.0,1.0,2.0,1.0,2.0,100368.0,100368.0,100368.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
0248e16d134e1bd5b4352701e1f23b904b7c4cdf,8,51,6.375,51,4.305555555555555,19.375,3.588235294117647,1.7692307692307692,22.875,5.75,183.0,23.0,2.5238095238095237,3.0,8.833333333333334,19.125,23219.019607843136,148021.25,1184170.0,53.0,153.0,1,1.0392156862745099,1.375,1.3962264150943395,3.727272727272727,,3.234042553191489,3.875,19.0,7.75,20.084999999999997,40.169999999999995,160.67999999999998,152.0,31.0,3.2127659574468086,3.5555555555555554,18.875,6.4,83939.55555555556,151091.2,755456.0,151.0,32.0,1.2040816326530612,4.133333333333334,7.375,15.5,59.0,124.0
024af5e4f76c23e7f08616c60e595453e538a1ba,8,90,11.25,90,3.5416666666666665,21.25,2.4761904761904763,1.793103448275862,26.0,8.666666666666666,208.0,52.0,2.27027027027027,2.0952380952380953,14.0,22.0,16900.119047619046,177451.25,1419610.0,84.0,176.0,1,1.1555555555555554,3.625,1.2115384615384615,2.206896551724138,,2.3625,3.8,27.0,4.75,9.898,12.3725,49.49,189.0,19.0,2.3,3.4285714285714284,26.285714285714285,6.0,56080.0,98140.0,392560.0,184.0,24.0,1.0128205128205128,3.4864864864864864,11.285714285714286,16.125,79.0,129.0
0297fd76b36e100882756e636bb03031255f57da,6,51,8.5,49,6.5588235294117645,37.166666666666664,4.882352941176471,1.7692307692307692,41.5,4.6,249.0,23.0,1.5909090909090908,4.647058823529412,5.833333333333333,39.5,31424.92156862745,267111.8333333333,1602671.0,35.0,237.0,1,1.1764705882352942,4.0,1.4333333333333333,2.75,,4.020833333333333,6.222222222222222,32.166666666666664,14.0,23.725555555555555,53.3825,213.53,193.0,56.0,3.9148936170212765,5.909090909090909,30.666666666666668,16.25,105180.0,289245.0,1156980.0,184.0,65.0,1.0612244897959184,6.354838709677419,8.666666666666666,32.833333333333336,52.0,197.0
02c88d535d7393d30ce3338174d0a17ee7e8b8cc,5,71,14.2,71,3.3125,21.2,2.357142857142857,1.2,33.0,2.4,165.0,12.0,1.3888888888888888,2.1714285714285713,5.0,30.4,17696.114285714284,247745.6,1238728.0,25.0,152.0,1,1.0704225352112675,3.6,1.1973684210526316,2.8333333333333335,,2.3333333333333335,1.3333333333333333,32.2,2.0,8.243333333333334,12.365,24.729999999999997,161.0,4.0,2.3043478260869565,1.2,31.8,2.0,43895.2,73158.66666666667,219476.0,159.0,6.0,1.042857142857143,3.5384615384615383,14.6,18.4,73.0,92.0
02f8a629f1a01a476de3944da2860d1c107f1b28,16,105,6.5625,105,4.556962025316456,22.5,3.533333333333333,2.5405405405405403,23.1875,10.444444444444445,371.0,94.0,3.6,2.7941176470588234,13.846153846153847,17.8125,19125.42156862745,121924.5625,1950793.0,180.0,285.0,1,1.3904761904761904,3.6875,1.2671232876712328,2.406779661016949,,3.2475247524752477,2.8666666666666667,20.5,4.777777777777778,11.212,18.686666666666667,168.18,328.0,43.0,3.268041237113402,2.8421052631578947,22.642857142857142,5.4,60350.73684210526,114666.4,1146664.0,317.0,54.0,1.255813953488372,3.984848484848485,8.307692307692308,16.4375,108.0,263.0
0304aa9c12a1c900dcb4413c6a4ce40cc05b1696,5,59,11.8,59,3.3076923076923075,17.2,2.310344827586207,1.1,26.8,2.75,134.0,11.0,1.4615384615384615,2.1724137931034484,4.75,25.2,18151.603448275862,210558.6,1052793.0,19.0,126.0,1,1.0169491525423728,2.2,1.3666666666666667,4.181818181818182,,2.2758620689655173,2.0,26.4,2.0,26.18,26.18,26.18,132.0,2.0,2.280701754385965,1.3333333333333333,26.0,1.3333333333333333,40341.333333333336,40341.333333333336,121024.0,130.0,4.0,1.087719298245614,4.0,12.4,14.4,62.0,72.0
0306a80129ed6d5afadece8164929697bbbdea69,7,17,2.4285714285714284,17,5.9,9.833333333333334,3.9411764705882355,3.0,9.571428571428571,4.5,67.0,9.0,6.0,1.2307692307692308,10.0,2.2857142857142856,11153.846153846154,20714.285714285714,145000.0,60.0,16.0,1,1.1176470588235294,1.2857142857142858,1.1578947368421053,2.0,,3.823529411764706,2.0,9.285714285714286,2.0,1.05,1.05,1.05,65.0,2.0,3.1176470588235294,3.5,7.571428571428571,4.666666666666667,6951.0,9268.0,27804.0,53.0,14.0,1.0,5.4,1.8571428571428572,9.0,13.0,54.0
0341249377940c004d0823408ace7cddbddbc923,11,85,7.7272727272727275,84,4.375,19.09090909090909,3.0470588235294116,1.4,23.545454545454547,3.888888888888889,259.0,35.0,2.212121212121212,2.6,6.636363636363637,20.09090909090909,19488.2,150590.63636363635,1656497.0,73.0,221.0,2,1.2117647058823529,3.5454545454545454,1.2621359223300972,2.0,,2.5405405405405403,3.0869565217391304,17.09090909090909,8.875,2.316956521739131,6.661250000000001,53.290000000000006,188.0,71.0,2.493333333333333,3.130434782608696,17.0,9.0,346681.9130434783,996710.5,7973684.0,187.0,72.0,1.0714285714285714,4.447368421052632,8.181818181818182,16.9,90.0,169.0
035f97702f2c01d26ab1fae8f39ea2f98a0caa3c,4,50,12.5,50,2.9375,23.5,2.06,2.05,25.75,10.25,103.0,41.0,2.0,1.84,13.0,23.0,14503.0,181287.5,725150.0,52.0,92.0,1,1.06,2.5,1.2452830188679245,3.0,,2.1041666666666665,1.0,25.25,2.0,0.305,0.61,0.61,101.0,2.0,2.0416666666666665,1.6666666666666667,24.5,5.0,6318.666666666667,18956.0,18956.0,98.0,5.0,1.04,2.8333333333333335,13.0,12.75,52.0,51.0
0367f82909c46a900501cc32d02b913923f75314,1,3,3.0,3,3.0,9.0,4.0,,12.0,,12.0,,1.0,3.6666666666666665,1.0,11.0,16612.666666666668,49838.0,49838.0,1.0,11.0,1,1.0,1.0,1.6666666666666667,2.0,,2.0,2.6666666666666665,4.0,8.0,10.153333333333334,30.46,30.46,4.0,8.0,2.0,2.6666666666666665,4.0,8.0,94840.0,284520.0,284520.0,4.0,8.0,1.0,3.6666666666666665,1.0,11.0,1.0,11.0
038dfa39ea11eb199e32e61fa4bd264d6d7ebc72,5,53,10.6,53,3.342857142857143,23.4,2.7142857142857144,1.85,26.6,7.4,133.0,37.0,2.4444444444444446,2.122448979591837,13.2,20.8,15397.959183673469,150900.0,754500.0,66.0,104.0,1,1.2075471698113207,3.2,1.234375,2.4375,,2.5918367346938775,3.0,25.4,3.0,35.03,35.03,70.05999999999999,127.0,6.0,2.5208333333333335,2.4,24.2,4.0,59916.8,99861.33333333333,299584.0,121.0,12.0,1.0434782608695652,3.5416666666666665,9.6,17.0,48.0,85.0
041dc9a457bc7a9f1dcb5b215aaa78a6868483f5,7,21,3.0,21,2.3333333333333335,2.8,1.5714285714285714,2.0,4.714285714285714,2.0,33.0,2.0,2.1666666666666665,1.0476190476190477,2.6,3.142857142857143,10476.190476190477,31428.571428571428,220000.0,13.0,22.0,1,1.0476190476190477,1.1428571428571428,1.0909090909090908,2.25,,1.5714285714285714,,4.714285714285714,,,,,33.0,,1.5714285714285714,,4.714285714285714,,,,,33.0,,1.0476190476190477,2.2,3.142857142857143,2.75,22.0,11.0
045792bbf5167d31c0064c8520d189a09f276502,5,71,14.2,71,3.9722222222222223,28.6,2.4285714285714284,1.8333333333333333,34.0,8.8,170.0,44.0,2.411764705882353,1.8857142857142857,16.4,26.4,15604.92857142857,218469.0,1092345.0,82.0,132.0,1,1.295774647887324,3.4,1.1630434782608696,2.764705882352941,,2.36231884057971,1.75,32.6,3.5,7.8725,15.745,31.49,163.0,7.0,2.36231884057971,1.75,32.6,3.5,32034.0,64068.0,128136.0,163.0,7.0,1.0571428571428572,4.0,14.8,19.2,74.0,96.0
04d32bf7b10a238244d3e1acc3bcf53a449daf99,8,107,13.375,107,5.8431372549019605,37.25,3.2476190476190476,2.56,42.625,9.142857142857142,341.0,64.0,2.763157894736842,2.8846153846153846,15.0,37.5,21135.44230769231,274760.75,2198086.0,105.0,300.0,1,1.102803738317757,4.375,1.2881355932203389,3.0285714285714285,,2.4757281553398056,7.166666666666667,31.875,21.5,45.43083333333333,136.29249999999996,545.17,255.0,86.0,2.3168316831683167,5.631578947368421,29.25,21.4,150887.15789473685,573371.2,2866856.0,234.0,107.0,1.145631067961165,5.717948717948718,14.75,31.857142857142858,118.0,223.0
